"time_id";"the_date";"the_day";"the_month";"the_year";"day_of_month";"week_of_year";"month_of_year";"quarter";"fiscal_period";"day_of_week"
689;"1997-11-19 00:00:00";"Wednesday";"November";2006;19;48;11;"Q4";"";3
690;"1997-11-20 00:00:00";"Thursday";"November";2006;20;48;11;"Q4";"";4
691;"1997-11-21 00:00:00";"Friday";"November";2006;21;48;11;"Q4";"";5
692;"1997-11-22 00:00:00";"Saturday";"November";2006;22;48;11;"Q4";"";6
693;"1997-11-23 00:00:00";"Sunday";"November";2006;23;49;11;"Q4";"";7
694;"1997-11-24 00:00:00";"Monday";"November";2006;24;49;11;"Q4";"";1
695;"1997-11-25 00:00:00";"Tuesday";"November";2006;25;49;11;"Q4";"";2
696;"1997-11-26 00:00:00";"Wednesday";"November";2006;26;49;11;"Q4";"";3
697;"1997-11-27 00:00:00";"Thursday";"November";2006;27;49;11;"Q4";"";4
698;"1997-11-28 00:00:00";"Friday";"November";2006;28;49;11;"Q4";"";5
699;"1997-11-29 00:00:00";"Saturday";"November";2006;29;49;11;"Q4";"";6
700;"1997-11-30 00:00:00";"Sunday";"November";2006;30;50;11;"Q4";"";7
701;"1997-12-01 00:00:00";"Monday";"December";2006;1;50;12;"Q4";"";1
702;"1997-12-02 00:00:00";"Tuesday";"December";2006;2;50;12;"Q4";"";2
703;"1997-12-03 00:00:00";"Wednesday";"December";2006;3;50;12;"Q4";"";3
704;"1997-12-04 00:00:00";"Thursday";"December";2006;4;50;12;"Q4";"";4
705;"1997-12-05 00:00:00";"Friday";"December";2006;5;50;12;"Q4";"";5
706;"1997-12-06 00:00:00";"Saturday";"December";2006;6;50;12;"Q4";"";6
707;"1997-12-07 00:00:00";"Sunday";"December";2006;7;51;12;"Q4";"";7
708;"1997-12-08 00:00:00";"Monday";"December";2006;8;51;12;"Q4";"";1
709;"1997-12-09 00:00:00";"Tuesday";"December";2006;9;51;12;"Q4";"";2
710;"1997-12-10 00:00:00";"Wednesday";"December";2006;10;51;12;"Q4";"";3
711;"1997-12-11 00:00:00";"Thursday";"December";2006;11;51;12;"Q4";"";4
712;"1997-12-12 00:00:00";"Friday";"December";2006;12;51;12;"Q4";"";5
713;"1997-12-13 00:00:00";"Saturday";"December";2006;13;51;12;"Q4";"";6
714;"1997-12-14 00:00:00";"Sunday";"December";2006;14;52;12;"Q4";"";7
715;"1997-12-15 00:00:00";"Monday";"December";2006;15;1;12;"Q4";"";1
716;"1997-12-16 00:00:00";"Tuesday";"December";2006;16;1;12;"Q4";"";2
717;"1997-12-17 00:00:00";"Wednesday";"December";2006;17;1;12;"Q4";"";3
718;"1997-12-18 00:00:00";"Thursday";"December";2006;18;1;12;"Q4";"";4
719;"1997-12-19 00:00:00";"Friday";"December";2006;19;1;12;"Q4";"";5
720;"1997-12-20 00:00:00";"Saturday";"December";2006;20;1;12;"Q4";"";6
721;"1997-12-21 00:00:00";"Sunday";"December";2006;21;2;12;"Q4";"";7
722;"1997-12-22 00:00:00";"Monday";"December";2006;22;2;12;"Q4";"";1
723;"1997-12-23 00:00:00";"Tuesday";"December";2006;23;2;12;"Q4";"";2
724;"1997-12-24 00:00:00";"Wednesday";"December";2006;24;2;12;"Q4";"";3
725;"1997-12-25 00:00:00";"Thursday";"December";2006;25;2;12;"Q4";"";4
726;"1997-12-26 00:00:00";"Friday";"December";2006;26;2;12;"Q4";"";5
727;"1997-12-27 00:00:00";"Saturday";"December";2006;27;2;12;"Q4";"";6
728;"1997-12-28 00:00:00";"Sunday";"December";2006;28;3;12;"Q4";"";7
729;"1997-12-29 00:00:00";"Monday";"December";2006;29;3;12;"Q4";"";1
730;"1997-12-30 00:00:00";"Tuesday";"December";2006;30;3;12;"Q4";"";2
731;"1997-12-31 00:00:00";"Wednesday";"December";2006;31;3;12;"Q4";"";3
732;"1998-01-01 00:00:00";"Thursday";"January";2007;1;3;1;"Q1";"";4
733;"1998-01-02 00:00:00";"Friday";"January";2007;2;3;1;"Q1";"";5
734;"1998-01-03 00:00:00";"Saturday";"January";2007;3;3;1;"Q1";"";6
735;"1998-01-04 00:00:00";"Sunday";"January";2007;4;4;1;"Q1";"";7
736;"1998-01-05 00:00:00";"Monday";"January";2007;5;4;1;"Q1";"";1
737;"1998-01-06 00:00:00";"Tuesday";"January";2007;6;4;1;"Q1";"";2
738;"1998-01-07 00:00:00";"Wednesday";"January";2007;7;4;1;"Q1";"";3
739;"1998-01-08 00:00:00";"Thursday";"January";2007;8;4;1;"Q1";"";4
740;"1998-01-09 00:00:00";"Friday";"January";2007;9;4;1;"Q1";"";5
741;"1998-01-10 00:00:00";"Saturday";"January";2007;10;4;1;"Q1";"";6
742;"1998-01-11 00:00:00";"Sunday";"January";2007;11;5;1;"Q1";"";7
743;"1998-01-12 00:00:00";"Monday";"January";2007;12;5;1;"Q1";"";1
744;"1998-01-13 00:00:00";"Tuesday";"January";2007;13;5;1;"Q1";"";2
745;"1998-01-14 00:00:00";"Wednesday";"January";2007;14;5;1;"Q1";"";3
746;"1998-01-15 00:00:00";"Thursday";"January";2007;15;5;1;"Q1";"";4
747;"1998-01-16 00:00:00";"Friday";"January";2007;16;5;1;"Q1";"";5
748;"1998-01-17 00:00:00";"Saturday";"January";2007;17;5;1;"Q1";"";6
749;"1998-01-18 00:00:00";"Sunday";"January";2007;18;6;1;"Q1";"";7
750;"1998-01-19 00:00:00";"Monday";"January";2007;19;6;1;"Q1";"";1
751;"1998-01-20 00:00:00";"Tuesday";"January";2007;20;6;1;"Q1";"";2
752;"1998-01-21 00:00:00";"Wednesday";"January";2007;21;6;1;"Q1";"";3
753;"1998-01-22 00:00:00";"Thursday";"January";2007;22;6;1;"Q1";"";4
754;"1998-01-23 00:00:00";"Friday";"January";2007;23;6;1;"Q1";"";5
755;"1998-01-24 00:00:00";"Saturday";"January";2007;24;6;1;"Q1";"";6
756;"1998-01-25 00:00:00";"Sunday";"January";2007;25;7;1;"Q1";"";7
757;"1998-01-26 00:00:00";"Monday";"January";2007;26;7;1;"Q1";"";1
758;"1998-01-27 00:00:00";"Tuesday";"January";2007;27;7;1;"Q1";"";2
759;"1998-01-28 00:00:00";"Wednesday";"January";2007;28;7;1;"Q1";"";3
760;"1998-01-29 00:00:00";"Thursday";"January";2007;29;7;1;"Q1";"";4
761;"1998-01-30 00:00:00";"Friday";"January";2007;30;7;1;"Q1";"";5
762;"1998-01-31 00:00:00";"Saturday";"January";2007;31;7;1;"Q1";"";6
763;"1998-02-01 00:00:00";"Sunday";"February";2007;1;8;2;"Q1";"";7
764;"1998-02-02 00:00:00";"Monday";"February";2007;2;8;2;"Q1";"";1
765;"1998-02-03 00:00:00";"Tuesday";"February";2007;3;8;2;"Q1";"";2
766;"1998-02-04 00:00:00";"Wednesday";"February";2007;4;8;2;"Q1";"";3
767;"1998-02-05 00:00:00";"Thursday";"February";2007;5;8;2;"Q1";"";4
768;"1998-02-06 00:00:00";"Friday";"February";2007;6;8;2;"Q1";"";5
769;"1998-02-07 00:00:00";"Saturday";"February";2007;7;8;2;"Q1";"";6
770;"1998-02-08 00:00:00";"Sunday";"February";2007;8;9;2;"Q1";"";7
771;"1998-02-09 00:00:00";"Monday";"February";2007;9;9;2;"Q1";"";1
772;"1998-02-10 00:00:00";"Tuesday";"February";2007;10;9;2;"Q1";"";2
773;"1998-02-11 00:00:00";"Wednesday";"February";2007;11;9;2;"Q1";"";3
774;"1998-02-12 00:00:00";"Thursday";"February";2007;12;9;2;"Q1";"";4
775;"1998-02-13 00:00:00";"Friday";"February";2007;13;9;2;"Q1";"";5
776;"1998-02-14 00:00:00";"Saturday";"February";2007;14;9;2;"Q1";"";6
777;"1998-02-15 00:00:00";"Sunday";"February";2007;15;10;2;"Q1";"";7
778;"1998-02-16 00:00:00";"Monday";"February";2007;16;10;2;"Q1";"";1
779;"1998-02-17 00:00:00";"Tuesday";"February";2007;17;10;2;"Q1";"";2
780;"1998-02-18 00:00:00";"Wednesday";"February";2007;18;10;2;"Q1";"";3
781;"1998-02-19 00:00:00";"Thursday";"February";2007;19;10;2;"Q1";"";4
782;"1998-02-20 00:00:00";"Friday";"February";2007;20;10;2;"Q1";"";5
783;"1998-02-21 00:00:00";"Saturday";"February";2007;21;10;2;"Q1";"";6
784;"1998-02-22 00:00:00";"Sunday";"February";2007;22;11;2;"Q1";"";7
785;"1998-02-23 00:00:00";"Monday";"February";2007;23;11;2;"Q1";"";1
786;"1998-02-24 00:00:00";"Tuesday";"February";2007;24;11;2;"Q1";"";2
787;"1998-02-25 00:00:00";"Wednesday";"February";2007;25;11;2;"Q1";"";3
788;"1998-02-26 00:00:00";"Thursday";"February";2007;26;11;2;"Q1";"";4
789;"1998-02-27 00:00:00";"Friday";"February";2007;27;11;2;"Q1";"";5
790;"1998-02-28 00:00:00";"Saturday";"February";2007;28;11;2;"Q1";"";6
791;"1998-03-01 00:00:00";"Sunday";"March";2007;1;12;3;"Q1";"";7
792;"1998-03-02 00:00:00";"Monday";"March";2007;2;12;3;"Q1";"";1
793;"1998-03-03 00:00:00";"Tuesday";"March";2007;3;12;3;"Q1";"";2
794;"1998-03-04 00:00:00";"Wednesday";"March";2007;4;12;3;"Q1";"";3
795;"1998-03-05 00:00:00";"Thursday";"March";2007;5;12;3;"Q1";"";4
796;"1998-03-06 00:00:00";"Friday";"March";2007;6;12;3;"Q1";"";5
797;"1998-03-07 00:00:00";"Saturday";"March";2007;7;12;3;"Q1";"";6
798;"1998-03-08 00:00:00";"Sunday";"March";2007;8;13;3;"Q1";"";7
799;"1998-03-09 00:00:00";"Monday";"March";2007;9;13;3;"Q1";"";1
800;"1998-03-10 00:00:00";"Tuesday";"March";2007;10;13;3;"Q1";"";2
801;"1998-03-11 00:00:00";"Wednesday";"March";2007;11;13;3;"Q1";"";3
802;"1998-03-12 00:00:00";"Thursday";"March";2007;12;13;3;"Q1";"";4
803;"1998-03-13 00:00:00";"Friday";"March";2007;13;13;3;"Q1";"";5
804;"1998-03-14 00:00:00";"Saturday";"March";2007;14;13;3;"Q1";"";6
805;"1998-03-15 00:00:00";"Sunday";"March";2007;15;14;3;"Q1";"";7
806;"1998-03-16 00:00:00";"Monday";"March";2007;16;14;3;"Q1";"";1
807;"1998-03-17 00:00:00";"Tuesday";"March";2007;17;14;3;"Q1";"";2
808;"1998-03-18 00:00:00";"Wednesday";"March";2007;18;14;3;"Q1";"";3
809;"1998-03-19 00:00:00";"Thursday";"March";2007;19;14;3;"Q1";"";4
810;"1998-03-20 00:00:00";"Friday";"March";2007;20;14;3;"Q1";"";5
811;"1998-03-21 00:00:00";"Saturday";"March";2007;21;14;3;"Q1";"";6
812;"1998-03-22 00:00:00";"Sunday";"March";2007;22;15;3;"Q1";"";7
813;"1998-03-23 00:00:00";"Monday";"March";2007;23;15;3;"Q1";"";1
814;"1998-03-24 00:00:00";"Tuesday";"March";2007;24;15;3;"Q1";"";2
815;"1998-03-25 00:00:00";"Wednesday";"March";2007;25;15;3;"Q1";"";3
816;"1998-03-26 00:00:00";"Thursday";"March";2007;26;15;3;"Q1";"";4
817;"1998-03-27 00:00:00";"Friday";"March";2007;27;15;3;"Q1";"";5
818;"1998-03-28 00:00:00";"Saturday";"March";2007;28;15;3;"Q1";"";6
819;"1998-03-29 00:00:00";"Sunday";"March";2007;29;16;3;"Q1";"";7
820;"1998-03-30 00:00:00";"Monday";"March";2007;30;16;3;"Q1";"";1
821;"1998-03-31 00:00:00";"Tuesday";"March";2007;31;16;3;"Q1";"";2
822;"1998-04-01 00:00:00";"Wednesday";"April";2007;1;16;4;"Q2";"";3
823;"1998-04-02 00:00:00";"Thursday";"April";2007;2;16;4;"Q2";"";4
824;"1998-04-03 00:00:00";"Friday";"April";2007;3;16;4;"Q2";"";5
825;"1998-04-04 00:00:00";"Saturday";"April";2007;4;16;4;"Q2";"";6
826;"1998-04-05 00:00:00";"Sunday";"April";2007;5;17;4;"Q2";"";7
827;"1998-04-06 00:00:00";"Monday";"April";2007;6;17;4;"Q2";"";1
828;"1998-04-07 00:00:00";"Tuesday";"April";2007;7;17;4;"Q2";"";2
829;"1998-04-08 00:00:00";"Wednesday";"April";2007;8;17;4;"Q2";"";3
830;"1998-04-09 00:00:00";"Thursday";"April";2007;9;17;4;"Q2";"";4
831;"1998-04-10 00:00:00";"Friday";"April";2007;10;17;4;"Q2";"";5
832;"1998-04-11 00:00:00";"Saturday";"April";2007;11;17;4;"Q2";"";6
833;"1998-04-12 00:00:00";"Sunday";"April";2007;12;18;4;"Q2";"";7
834;"1998-04-13 00:00:00";"Monday";"April";2007;13;18;4;"Q2";"";1
835;"1998-04-14 00:00:00";"Tuesday";"April";2007;14;18;4;"Q2";"";2
836;"1998-04-15 00:00:00";"Wednesday";"April";2007;15;18;4;"Q2";"";3
837;"1998-04-16 00:00:00";"Thursday";"April";2007;16;18;4;"Q2";"";4
838;"1998-04-17 00:00:00";"Friday";"April";2007;17;18;4;"Q2";"";5
839;"1998-04-18 00:00:00";"Saturday";"April";2007;18;18;4;"Q2";"";6
840;"1998-04-19 00:00:00";"Sunday";"April";2007;19;19;4;"Q2";"";7
841;"1998-04-20 00:00:00";"Monday";"April";2007;20;19;4;"Q2";"";1
842;"1998-04-21 00:00:00";"Tuesday";"April";2007;21;19;4;"Q2";"";2
843;"1998-04-22 00:00:00";"Wednesday";"April";2007;22;19;4;"Q2";"";3
844;"1998-04-23 00:00:00";"Thursday";"April";2007;23;19;4;"Q2";"";4
845;"1998-04-24 00:00:00";"Friday";"April";2007;24;19;4;"Q2";"";5
846;"1998-04-25 00:00:00";"Saturday";"April";2007;25;19;4;"Q2";"";6
847;"1998-04-26 00:00:00";"Sunday";"April";2007;26;20;4;"Q2";"";7
848;"1998-04-27 00:00:00";"Monday";"April";2007;27;20;4;"Q2";"";1
849;"1998-04-28 00:00:00";"Tuesday";"April";2007;28;20;4;"Q2";"";2
850;"1998-04-29 00:00:00";"Wednesday";"April";2007;29;20;4;"Q2";"";3
851;"1998-04-30 00:00:00";"Thursday";"April";2007;30;20;4;"Q2";"";4
852;"1998-05-01 00:00:00";"Friday";"May";2007;1;20;5;"Q2";"";5
853;"1998-05-02 00:00:00";"Saturday";"May";2007;2;20;5;"Q2";"";6
854;"1998-05-03 00:00:00";"Sunday";"May";2007;3;21;5;"Q2";"";7
855;"1998-05-04 00:00:00";"Monday";"May";2007;4;21;5;"Q2";"";1
856;"1998-05-05 00:00:00";"Tuesday";"May";2007;5;21;5;"Q2";"";2
857;"1998-05-06 00:00:00";"Wednesday";"May";2007;6;21;5;"Q2";"";3
858;"1998-05-07 00:00:00";"Thursday";"May";2007;7;21;5;"Q2";"";4
859;"1998-05-08 00:00:00";"Friday";"May";2007;8;21;5;"Q2";"";5
860;"1998-05-09 00:00:00";"Saturday";"May";2007;9;21;5;"Q2";"";6
861;"1998-05-10 00:00:00";"Sunday";"May";2007;10;22;5;"Q2";"";7
862;"1998-05-11 00:00:00";"Monday";"May";2007;11;22;5;"Q2";"";1
863;"1998-05-12 00:00:00";"Tuesday";"May";2007;12;22;5;"Q2";"";2
864;"1998-05-13 00:00:00";"Wednesday";"May";2007;13;22;5;"Q2";"";3
865;"1998-05-14 00:00:00";"Thursday";"May";2007;14;22;5;"Q2";"";4
866;"1998-05-15 00:00:00";"Friday";"May";2007;15;22;5;"Q2";"";5
867;"1998-05-16 00:00:00";"Saturday";"May";2007;16;22;5;"Q2";"";6
868;"1998-05-17 00:00:00";"Sunday";"May";2007;17;23;5;"Q2";"";7
869;"1998-05-18 00:00:00";"Monday";"May";2007;18;23;5;"Q2";"";1
870;"1998-05-19 00:00:00";"Tuesday";"May";2007;19;23;5;"Q2";"";2
871;"1998-05-20 00:00:00";"Wednesday";"May";2007;20;23;5;"Q2";"";3
872;"1998-05-21 00:00:00";"Thursday";"May";2007;21;23;5;"Q2";"";4
873;"1998-05-22 00:00:00";"Friday";"May";2007;22;23;5;"Q2";"";5
874;"1998-05-23 00:00:00";"Saturday";"May";2007;23;23;5;"Q2";"";6
875;"1998-05-24 00:00:00";"Sunday";"May";2007;24;24;5;"Q2";"";7
876;"1998-05-25 00:00:00";"Monday";"May";2007;25;24;5;"Q2";"";1
877;"1998-05-26 00:00:00";"Tuesday";"May";2007;26;24;5;"Q2";"";2
878;"1998-05-27 00:00:00";"Wednesday";"May";2007;27;24;5;"Q2";"";3
879;"1998-05-28 00:00:00";"Thursday";"May";2007;28;24;5;"Q2";"";4
880;"1998-05-29 00:00:00";"Friday";"May";2007;29;24;5;"Q2";"";5
881;"1998-05-30 00:00:00";"Saturday";"May";2007;30;24;5;"Q2";"";6
882;"1998-05-31 00:00:00";"Sunday";"May";2007;31;25;5;"Q2";"";7
883;"1998-06-01 00:00:00";"Monday";"June";2007;1;25;6;"Q2";"";1
884;"1998-06-02 00:00:00";"Tuesday";"June";2007;2;25;6;"Q2";"";2
885;"1998-06-03 00:00:00";"Wednesday";"June";2007;3;25;6;"Q2";"";3
886;"1998-06-04 00:00:00";"Thursday";"June";2007;4;25;6;"Q2";"";4
887;"1998-06-05 00:00:00";"Friday";"June";2007;5;25;6;"Q2";"";5
888;"1998-06-06 00:00:00";"Saturday";"June";2007;6;25;6;"Q2";"";6
889;"1998-06-07 00:00:00";"Sunday";"June";2007;7;26;6;"Q2";"";7
890;"1998-06-08 00:00:00";"Monday";"June";2007;8;26;6;"Q2";"";1
891;"1998-06-09 00:00:00";"Tuesday";"June";2007;9;26;6;"Q2";"";2
892;"1998-06-10 00:00:00";"Wednesday";"June";2007;10;26;6;"Q2";"";3
893;"1998-06-11 00:00:00";"Thursday";"June";2007;11;26;6;"Q2";"";4
894;"1998-06-12 00:00:00";"Friday";"June";2007;12;26;6;"Q2";"";5
895;"1998-06-13 00:00:00";"Saturday";"June";2007;13;26;6;"Q2";"";6
896;"1998-06-14 00:00:00";"Sunday";"June";2007;14;27;6;"Q2";"";7
897;"1998-06-15 00:00:00";"Monday";"June";2007;15;27;6;"Q2";"";1
898;"1998-06-16 00:00:00";"Tuesday";"June";2007;16;27;6;"Q2";"";2
899;"1998-06-17 00:00:00";"Wednesday";"June";2007;17;27;6;"Q2";"";3
900;"1998-06-18 00:00:00";"Thursday";"June";2007;18;27;6;"Q2";"";4
901;"1998-06-19 00:00:00";"Friday";"June";2007;19;27;6;"Q2";"";5
902;"1998-06-20 00:00:00";"Saturday";"June";2007;20;27;6;"Q2";"";6
903;"1998-06-21 00:00:00";"Sunday";"June";2007;21;28;6;"Q2";"";7
904;"1998-06-22 00:00:00";"Monday";"June";2007;22;28;6;"Q2";"";1
905;"1998-06-23 00:00:00";"Tuesday";"June";2007;23;28;6;"Q2";"";2
906;"1998-06-24 00:00:00";"Wednesday";"June";2007;24;28;6;"Q2";"";3
907;"1998-06-25 00:00:00";"Thursday";"June";2007;25;28;6;"Q2";"";4
908;"1998-06-26 00:00:00";"Friday";"June";2007;26;28;6;"Q2";"";5
909;"1998-06-27 00:00:00";"Saturday";"June";2007;27;28;6;"Q2";"";6
910;"1998-06-28 00:00:00";"Sunday";"June";2007;28;29;6;"Q2";"";7
911;"1998-06-29 00:00:00";"Monday";"June";2007;29;29;6;"Q2";"";1
912;"1998-06-30 00:00:00";"Tuesday";"June";2007;30;29;6;"Q2";"";2
913;"1998-07-01 00:00:00";"Wednesday";"July";2007;1;29;7;"Q3";"";3
914;"1998-07-02 00:00:00";"Thursday";"July";2007;2;29;7;"Q3";"";4
915;"1998-07-03 00:00:00";"Friday";"July";2007;3;29;7;"Q3";"";5
916;"1998-07-04 00:00:00";"Saturday";"July";2007;4;29;7;"Q3";"";6
917;"1998-07-05 00:00:00";"Sunday";"July";2007;5;30;7;"Q3";"";7
918;"1998-07-06 00:00:00";"Monday";"July";2007;6;30;7;"Q3";"";1
919;"1998-07-07 00:00:00";"Tuesday";"July";2007;7;30;7;"Q3";"";2
920;"1998-07-08 00:00:00";"Wednesday";"July";2007;8;30;7;"Q3";"";3
921;"1998-07-09 00:00:00";"Thursday";"July";2007;9;30;7;"Q3";"";4
922;"1998-07-10 00:00:00";"Friday";"July";2007;10;30;7;"Q3";"";5
923;"1998-07-11 00:00:00";"Saturday";"July";2007;11;30;7;"Q3";"";6
924;"1998-07-12 00:00:00";"Sunday";"July";2007;12;31;7;"Q3";"";7
925;"1998-07-13 00:00:00";"Monday";"July";2007;13;31;7;"Q3";"";1
926;"1998-07-14 00:00:00";"Tuesday";"July";2007;14;31;7;"Q3";"";2
927;"1998-07-15 00:00:00";"Wednesday";"July";2007;15;31;7;"Q3";"";3
928;"1998-07-16 00:00:00";"Thursday";"July";2007;16;31;7;"Q3";"";4
929;"1998-07-17 00:00:00";"Friday";"July";2007;17;31;7;"Q3";"";5
930;"1998-07-18 00:00:00";"Saturday";"July";2007;18;31;7;"Q3";"";6
931;"1998-07-19 00:00:00";"Sunday";"July";2007;19;32;7;"Q3";"";7
932;"1998-07-20 00:00:00";"Monday";"July";2007;20;32;7;"Q3";"";1
933;"1998-07-21 00:00:00";"Tuesday";"July";2007;21;32;7;"Q3";"";2
934;"1998-07-22 00:00:00";"Wednesday";"July";2007;22;32;7;"Q3";"";3
935;"1998-07-23 00:00:00";"Thursday";"July";2007;23;32;7;"Q3";"";4
936;"1998-07-24 00:00:00";"Friday";"July";2007;24;32;7;"Q3";"";5
937;"1998-07-25 00:00:00";"Saturday";"July";2007;25;32;7;"Q3";"";6
938;"1998-07-26 00:00:00";"Sunday";"July";2007;26;33;7;"Q3";"";7
939;"1998-07-27 00:00:00";"Monday";"July";2007;27;33;7;"Q3";"";1
940;"1998-07-28 00:00:00";"Tuesday";"July";2007;28;33;7;"Q3";"";2
941;"1998-07-29 00:00:00";"Wednesday";"July";2007;29;33;7;"Q3";"";3
942;"1998-07-30 00:00:00";"Thursday";"July";2007;30;33;7;"Q3";"";4
943;"1998-07-31 00:00:00";"Friday";"July";2007;31;33;7;"Q3";"";5
944;"1998-08-01 00:00:00";"Saturday";"August";2007;1;33;8;"Q3";"";6
945;"1998-08-02 00:00:00";"Sunday";"August";2007;2;34;8;"Q3";"";7
946;"1998-08-03 00:00:00";"Monday";"August";2007;3;34;8;"Q3";"";1
947;"1998-08-04 00:00:00";"Tuesday";"August";2007;4;34;8;"Q3";"";2
948;"1998-08-05 00:00:00";"Wednesday";"August";2007;5;34;8;"Q3";"";3
949;"1998-08-06 00:00:00";"Thursday";"August";2007;6;34;8;"Q3";"";4
950;"1998-08-07 00:00:00";"Friday";"August";2007;7;34;8;"Q3";"";5
951;"1998-08-08 00:00:00";"Saturday";"August";2007;8;34;8;"Q3";"";6
952;"1998-08-09 00:00:00";"Sunday";"August";2007;9;35;8;"Q3";"";7
953;"1998-08-10 00:00:00";"Monday";"August";2007;10;35;8;"Q3";"";1
954;"1998-08-11 00:00:00";"Tuesday";"August";2007;11;35;8;"Q3";"";2
955;"1998-08-12 00:00:00";"Wednesday";"August";2007;12;35;8;"Q3";"";3
956;"1998-08-13 00:00:00";"Thursday";"August";2007;13;35;8;"Q3";"";4
957;"1998-08-14 00:00:00";"Friday";"August";2007;14;35;8;"Q3";"";5
958;"1998-08-15 00:00:00";"Saturday";"August";2007;15;35;8;"Q3";"";6
959;"1998-08-16 00:00:00";"Sunday";"August";2007;16;36;8;"Q3";"";7
960;"1998-08-17 00:00:00";"Monday";"August";2007;17;36;8;"Q3";"";1
961;"1998-08-18 00:00:00";"Tuesday";"August";2007;18;36;8;"Q3";"";2
962;"1998-08-19 00:00:00";"Wednesday";"August";2007;19;36;8;"Q3";"";3
963;"1998-08-20 00:00:00";"Thursday";"August";2007;20;36;8;"Q3";"";4
964;"1998-08-21 00:00:00";"Friday";"August";2007;21;36;8;"Q3";"";5
965;"1998-08-22 00:00:00";"Saturday";"August";2007;22;36;8;"Q3";"";6
966;"1998-08-23 00:00:00";"Sunday";"August";2007;23;37;8;"Q3";"";7
967;"1998-08-24 00:00:00";"Monday";"August";2007;24;37;8;"Q3";"";1
968;"1998-08-25 00:00:00";"Tuesday";"August";2007;25;37;8;"Q3";"";2
969;"1998-08-26 00:00:00";"Wednesday";"August";2007;26;37;8;"Q3";"";3
970;"1998-08-27 00:00:00";"Thursday";"August";2007;27;37;8;"Q3";"";4
971;"1998-08-28 00:00:00";"Friday";"August";2007;28;37;8;"Q3";"";5
972;"1998-08-29 00:00:00";"Saturday";"August";2007;29;37;8;"Q3";"";6
973;"1998-08-30 00:00:00";"Sunday";"August";2007;30;38;8;"Q3";"";7
974;"1998-08-31 00:00:00";"Monday";"August";2007;31;38;8;"Q3";"";1
975;"1998-09-01 00:00:00";"Tuesday";"September";2007;1;38;9;"Q3";"";2
976;"1998-09-02 00:00:00";"Wednesday";"September";2007;2;38;9;"Q3";"";3
977;"1998-09-03 00:00:00";"Thursday";"September";2007;3;38;9;"Q3";"";4
978;"1998-09-04 00:00:00";"Friday";"September";2007;4;38;9;"Q3";"";5
979;"1998-09-05 00:00:00";"Saturday";"September";2007;5;38;9;"Q3";"";6
980;"1998-09-06 00:00:00";"Sunday";"September";2007;6;39;9;"Q3";"";7
981;"1998-09-07 00:00:00";"Monday";"September";2007;7;39;9;"Q3";"";1
982;"1998-09-08 00:00:00";"Tuesday";"September";2007;8;39;9;"Q3";"";2
983;"1998-09-09 00:00:00";"Wednesday";"September";2007;9;39;9;"Q3";"";3
984;"1998-09-10 00:00:00";"Thursday";"September";2007;10;39;9;"Q3";"";4
985;"1998-09-11 00:00:00";"Friday";"September";2007;11;39;9;"Q3";"";5
986;"1998-09-12 00:00:00";"Saturday";"September";2007;12;39;9;"Q3";"";6
987;"1998-09-13 00:00:00";"Sunday";"September";2007;13;40;9;"Q3";"";7
988;"1998-09-14 00:00:00";"Monday";"September";2007;14;40;9;"Q3";"";1
989;"1998-09-15 00:00:00";"Tuesday";"September";2007;15;40;9;"Q3";"";2
990;"1998-09-16 00:00:00";"Wednesday";"September";2007;16;40;9;"Q3";"";3
991;"1998-09-17 00:00:00";"Thursday";"September";2007;17;40;9;"Q3";"";4
992;"1998-09-18 00:00:00";"Friday";"September";2007;18;40;9;"Q3";"";5
993;"1998-09-19 00:00:00";"Saturday";"September";2007;19;40;9;"Q3";"";6
994;"1998-09-20 00:00:00";"Sunday";"September";2007;20;41;9;"Q3";"";7
995;"1998-09-21 00:00:00";"Monday";"September";2007;21;41;9;"Q3";"";1
996;"1998-09-22 00:00:00";"Tuesday";"September";2007;22;41;9;"Q3";"";2
997;"1998-09-23 00:00:00";"Wednesday";"September";2007;23;41;9;"Q3";"";3
998;"1998-09-24 00:00:00";"Thursday";"September";2007;24;41;9;"Q3";"";4
999;"1998-09-25 00:00:00";"Friday";"September";2007;25;41;9;"Q3";"";5
1000;"1998-09-26 00:00:00";"Saturday";"September";2007;26;41;9;"Q3";"";6
1001;"1998-09-27 00:00:00";"Sunday";"September";2007;27;42;9;"Q3";"";7
1002;"1998-09-28 00:00:00";"Monday";"September";2007;28;42;9;"Q3";"";1
1003;"1998-09-29 00:00:00";"Tuesday";"September";2007;29;42;9;"Q3";"";2
1004;"1998-09-30 00:00:00";"Wednesday";"September";2007;30;42;9;"Q3";"";3
1005;"1998-10-01 00:00:00";"Thursday";"October";2007;1;42;10;"Q4";"";4
1006;"1998-10-02 00:00:00";"Friday";"October";2007;2;42;10;"Q4";"";5
1007;"1998-10-03 00:00:00";"Saturday";"October";2007;3;42;10;"Q4";"";6
1008;"1998-10-04 00:00:00";"Sunday";"October";2007;4;43;10;"Q4";"";7
1009;"1998-10-05 00:00:00";"Monday";"October";2007;5;43;10;"Q4";"";1
1010;"1998-10-06 00:00:00";"Tuesday";"October";2007;6;43;10;"Q4";"";2
1011;"1998-10-07 00:00:00";"Wednesday";"October";2007;7;43;10;"Q4";"";3
