"product_id";"brand_name";"product_name";"SKU";"SRP";"gross_weight";"net_weight";"recyclable_package";"low_fat";"units_per_case";"cases_per_pallet";"shelf_width";"shelf_height";"shelf_depth"
236;"Best Choice";"Best Choice Fondue Mix";-650158696;1.81;10.8;8.8;0;1;7;13;17.0;11.1;6.88
237;"Best Choice";"Best Choice Mini Donuts";334843947;2.68;21.6;19.6;1;1;23;14;12.0;9.93;12.8
238;"Best Choice";"Best Choice Beef Jerky";-897933279;1.97;8.17;5.17;0;1;32;8;17.0;13.7;3.98
239;"Best Choice";"Best Choice Chocolate Donuts";1062967135;2.21;16.5;14.5;1;1;5;14;22.7;17.9;10.7
240;"Best Choice";"Best Choice Low Fat Chips";-867272753;0.86;7.13;6.13;0;1;33;12;5.62;5.04;10.9
241;"Best Choice";"Best Choice Sesame Crackers";-1471508650;2.91;21.5;20.5;1;0;24;9;20.2;6.32;5.83
242;"Best Choice";"Best Choice Frosted Cookies";-757989895;2.59;9.51;7.51;0;1;23;8;10.1;20.1;11.4
243;"Best Choice";"Best Choice Dried Apples";-386328021;2.11;6.6;3.59;1;1;6;11;16.6;20.2;16.7
244;"Best Choice";"Best Choice Apple Fruit Roll";389160846;2.7;7.29;4.28;1;1;22;5;12.5;8.36;13.4
245;"Best Choice";"Best Choice Strawberry Fruit Roll";63360058;1.49;9.9;6.89;0;0;19;6;5.81;17.6;12.0
246;"Best Choice";"Best Choice Raspberry Fruit Roll";141386263;3.21;18.8;17.7;1;0;22;7;22.9;8.59;11.1
247;"Best Choice";"Best Choice Grape Fruit Roll";-1076190403;1.78;13.0;10.0;0;0;17;9;8.47;14.1;12.1
248;"Best Choice";"Best Choice Dried Dates";-22266427;0.86;14.7;12.6;1;1;26;10;7.37;4.48;8.54
249;"Best Choice";"Best Choice Raisins";-1742992539;1.59;20.0;18.0;0;0;28;9;16.1;20.6;6.27
250;"Best Choice";"Best Choice Golden Raisins";846449206;2.59;13.4;12.3;0;0;18;9;14.2;6.05;10.2
251;"Best Choice";"Best Choice Dried Apricots";1505809862;2.44;18.6;16.6;0;0;14;12;3.88;6.7;22.9
252;"Best Choice";"Best Choice Frosted Donuts";-702865136;2.71;20.7;17.7;0;0;2;6;6.65;13.7;4.18
253;"Choice";"Choice Tasty Candy Bar";1955497941;0.89;18.2;15.2;0;1;34;14;15.3;10.5;19.3
254;"Choice";"Choice Mint Chocolate Bar";-1144952934;0.56;11.6;8.6;0;1;33;7;6.13;19.3;8.18
255;"Choice";"Choice Malted Milk Balls";815947480;0.64;8.65;6.64;0;1;34;6;13.6;12.7;3.48
256;"Choice";"Choice Semi-Sweet Chocolate Bar";-1114292409;2.65;21.7;20.7;1;0;28;14;10.0;18.3;11.2
257;"Choice";"Choice Bubble Gum";-1718528305;0.53;6.89;5.88;0;1;5;5;18.2;17.6;15.3
258;"Choice";"Choice Spicy Mints";-245576776;1.72;18.6;16.6;1;0;27;7;7.26;17.5;13.5
259;"Choice";"Choice Mints";1234325973;1.9;18.4;17.3;1;0;20;14;7.38;15.6;7.96
260;"Choice";"Choice White Chocolate Bar";2009814840;1.84;21.9;18.8;0;0;16;7;17.0;21.6;13.7
261;"Medalist";"Medalist Ravioli";1684014052;3.38;17.5;14.5;1;0;5;6;9.16;17.2;4.39
262;"Medalist";"Medalist Manicotti";1567727041;1.34;21.0;20.0;1;0;31;9;17.4;21.1;5.19
263;"Medalist";"Medalist Spaghetti";544463591;3.8;13.9;11.8;1;0;1;7;4.53;17.5;6.78
264;"Medalist";"Medalist Thai Rice";1598387567;2.78;18.7;16.7;1;1;24;6;22.0;15.9;7.16
265;"Medalist";"Medalist Rice Medly";-122338545;3.61;10.7;9.69;1;1;6;13;4.52;10.1;14.0
266;"Good";"Good Imported Beer";-1827864097;1.62;6.89;5.88;0;0;13;12;16.2;13.4;7.12
267;"Good";"Good Light Wine";1722274858;0.83;6.98;4.98;0;0;24;5;14.6;13.4;12.1
268;"Good";"Good Chardonnay Wine";987147517;1.73;9.26;7.26;0;0;20;13;6.06;14.7;11.4
269;"Good";"Good Chablis Wine";-455143486;2.84;10.5;8.5;0;0;12;13;9.88;22.3;21.4
270;"Good";"Good Merlot Wine";739372934;2.24;9.71;6.71;1;0;35;13;4.16;6.7;16.6
271;"Good";"Good Chardonnay";-1594693947;2.37;12.0;9.0;1;0;31;12;15.6;7.97;15.9
272;"Good";"Good White Zinfandel Wine";770033460;3.91;7.07;6.07;1;0;2;10;8.64;19.8;17.5
273;"Good";"Good Light Beer";165797564;2.18;9.35;6.35;0;0;33;8;20.0;21.1;16.8
274;"Great";"Great Pumpernickel Bread";1638749093;3.74;8.5;7.5;0;1;21;9;14.3;5.48;12.1
275;"Great";"Great White Bread";-2090243113;3.27;17.4;14.3;1;0;35;11;12.6;14.2;18.5
276;"Great";"Great Rye Bread";-1509067462;3.86;6.2;5.19;1;1;11;8;9.13;19.2;8.96
277;"Great";"Great English Muffins";232618176;2.41;11.5;9.5;0;1;24;6;16.7;22.1;16.6
278;"Great";"Great Cranberry Muffins";310644381;3.36;8.55;5.55;1;1;2;7;14.4;9.99;9.49
279;"Great";"Great Muffins";-906932285;2.82;6.44;5.44;0;1;18;5;7.53;10.1;14.5
280;"Great";"Great Bagels";146991691;1.81;6.29;3.28;0;0;34;7;17.5;13.7;11.4
281;"Great";"Great Blueberry Muffins";-1573734421;2.63;10.1;8.1;1;1;28;6;19.4;10.9;4.61
282;"Great";"Great Wheat Bread";1015707323;0.93;13.6;11.6;1;0;30;7;7.43;17.0;15.4
283;"Super";"Super Sesame Oil";270878982;2.73;17.5;14.5;1;1;3;13;21.1;13.1;18.4
284;"Super";"Super Chunky Peanut Butter";-1937796015;0.99;7.71;5.71;0;1;22;9;4.45;17.2;13.4
285;"Super";"Super Hot Chocolate";720567061;1.86;9.85;7.85;0;1;28;7;15.6;18.7;17.1
286;"Super";"Super Brown Sugar";-512210165;1.42;8.25;7.25;1;0;35;9;20.1;5.57;14.5
287;"Super";"Super White Sugar";1443190689;1.56;11.7;10.6;1;1;21;5;18.3;14.9;17.8
288;"Super";"Super French Roast Coffee";-681362416;2.86;18.9;16.8;0;0;33;8;4.62;21.2;12.4
289;"Super";"Super Decaf Coffee";582075337;1.37;7.96;5.96;0;0;16;10;9.75;20.5;20.8
290;"Super";"Super Regular Coffee";2055026866;1.7;6.09;3.09;1;0;14;5;12.3;14.9;21.3
291;"Super";"Super Vegetable Oil";753328307;2.22;9.24;7.23;0;0;32;11;9.32;22.9;10.3
292;"Super";"Super Corn Oil";1334503958;1.81;7.64;5.63;0;1;23;8;3.9;4.2;5.24
293;"Super";"Super Tomato Sauce";1203016386;1.6;10.6;8.6;0;0;5;9;9.82;22.4;21.1
294;"Super";"Super Canola Oil";-1340564272;1.32;10.9;7.89;0;1;30;10;13.4;19.4;10.4
295;"Super";"Super Grape Preserves";1931139574;3.12;9.4;8.39;1;1;21;13;16.2;6.24;12.8
296;"Super";"Super Columbian Coffee";-1472634111;0.5;11.0;8.0;1;0;36;7;5.45;19.9;21.7
297;"Super";"Super Strawberry Jelly";1101607072;0.9;17.4;14.3;0;1;26;8;17.4;18.1;14.7
298;"Super";"Super Pepper";1263755170;2.83;17.7;15.7;0;1;34;11;19.3;9.38;8.49
299;"Super";"Super Low Fat Apple Butter";-1348746820;1.68;16.6;14.6;0;0;27;12;15.0;14.0;3.22
300;"Super";"Super Salt";737545478;2.94;16.8;14.7;1;0;5;8;8.62;16.5;15.0
301;"Super";"Super Apple Butter";-899058741;0.53;10.8;8.8;0;1;22;13;18.4;6.37;21.3
302;"Super";"Super Oregano";-2131835967;3.45;13.7;11.6;1;0;26;7;5.84;15.7;17.2
303;"Super";"Super Apple Jelly";-1844295986;2.58;13.6;11.6;1;1;32;8;5.96;13.7;11.7
304;"Super";"Super Grape Jam";326118205;1.89;10.1;8.1;1;0;24;10;22.1;20.4;14.6
305;"Super";"Super Apple Jam";-1037550466;3.39;6.72;5.71;0;1;4;10;7.47;17.2;20.1
306;"Super";"Super Strawberry Jam";435401063;3.96;16.5;14.5;0;1;29;13;21.0;9.34;3.8
307;"Super";"Super Creamy Peanut Butter";-866297495;1.48;18.2;15.2;0;1;9;10;9.67;16.3;7.67
308;"Super";"Super Strawberry Preserves";1582551805;2.18;8.82;7.81;0;1;24;10;15.3;6.02;7.47
309;"Super";"Super Extra Chunky Peanut Butter";-416609416;3.62;18.7;17.7;1;1;6;13;5.92;11.4;13.7
310;"Super";"Super Apple Preserves";1334777222;0.76;10.8;8.8;1;1;29;11;16.4;22.2;13.1
311;"Super";"Super Grape Jelly";311513772;2.15;9.67;8.67;0;0;5;9;13.2;20.2;17.8
312;"Excellent";"Excellent Berry Juice";-502235901;2.13;12.6;10.6;1;0;2;12;12.4;8.55;3.71
313;"Excellent";"Excellent Mango Drink";-1309034355;2.85;7.12;5.11;0;1;16;12;4.89;3.73;10.4
314;"Excellent";"Excellent Strawberry Drink";-1146886257;1.85;9.26;7.26;0;1;22;10;16.0;5.25;14.1
315;"Excellent";"Excellent Cream Soda";535579049;0.96;15.5;14.5;0;0;29;12;18.0;7.06;4.09
316;"Excellent";"Excellent Diet Soda";264484;1.31;7.28;5.28;1;0;22;9;16.8;4.27;21.6
317;"Excellent";"Excellent Cola";985267128;2.18;13.1;11.1;1;0;22;14;7.56;10.2;19.8
318;"Excellent";"Excellent Diet Cola";-247510099;2.47;17.8;16.7;1;0;8;12;9.17;10.5;13.3
319;"Excellent";"Excellent Orange Juice";-154283333;1.6;9.58;7.57;0;0;6;12;7.97;7.76;10.9
320;"Excellent";"Excellent Cranberry Juice";-2084523222;3.26;16.4;14.3;0;0;14;12;13.6;3.87;13.7
321;"Excellent";"Excellent Apple Juice";-821085469;2.41;13.2;12.1;1;0;13;13;17.7;9.2;14.7
322;"Excellent";"Excellent Apple Drink";651866060;2.98;12.8;10.8;0;0;28;8;14.0;21.3;4.84
323;"Best";"Best Oatmeal";-1603578489;3.5;15.4;12.3;0;1;19;6;7.44;19.6;18.4
324;"Best";"Best Corn Puffs";-828089622;1.97;7.43;5.42;0;0;13;9;19.9;8.22;22.8
325;"Best";"Best Wheat Puffs";-1153890410;1.51;19.1;18.1;1;0;29;7;19.3;20.4;8.52
326;"Best";"Best Grits";-1075864205;2.47;8.87;6.86;1;0;5;11;20.4;7.75;13.6
327;"Better";"Better Canned Beets";2001526425;0.6;8.6;7.6;0;1;26;10;18.5;18.8;8.49
328;"Better";"Better Creamed Corn";1187776751;1.26;11.6;10.6;1;0;26;9;4.6;5.99;19.4
329;"Better";"Better Canned String Beans";-532949361;1.74;10.9;8.89;1;1;22;8;3.61;20.6;14.0
330;"Better";"Better Chicken Soup";-370801263;3.98;7.47;5.46;0;0;8;7;19.9;16.2;11.9
331;"Better";"Better Canned Yams";-2138734254;2.83;15.9;13.8;0;0;22;14;3.51;13.7;18.7
332;"Better";"Better Vegetable Soup";1620918478;2.21;9.36;7.35;0;0;25;8;22.8;21.3;7.64
333;"Better";"Better Canned Tomatos";-1689046174;1.32;17.9;16.8;0;1;33;14;5.86;12.2;9.37
334;"Better";"Better Noodle Soup";1373143895;0.78;9.0;8.0;1;0;26;7;13.7;18.5;19.0
335;"Better";"Better Regular Ramen Soup";1466370661;3.74;8.73;6.72;1;0;17;13;6.99;17.7;8.37
336;"Better";"Better Chicken Noodle Soup";-463869228;1.15;13.1;11.1;1;0;2;10;19.9;3.92;3.89
337;"Better";"Better Turkey Noodle Soup";799568524;0.75;8.34;7.34;1;1;9;10;18.4;21.6;4.76
338;"Better";"Better Beef Soup";-2022447242;0.57;16.9;14.8;1;0;6;10;11.3;18.0;8.98
339;"Better";"Better Canned Peas";-1650785368;1.4;21.3;19.2;1;1;31;9;14.3;18.6;22.0
340;"Better";"Better Chicken Ramen Soup";-875296501;0.63;16.0;13.0;1;1;6;12;20.5;5.21;15.5
341;"Better";"Better Canned Tuna in Water";466763583;2.77;21.7;19.7;0;0;19;6;22.9;19.2;3.0
342;"Better";"Better Canned Tuna in Oil";350476572;1.5;14.2;13.1;1;1;26;11;17.7;4.6;17.2
343;"Better";"Better Large Canned Shrimp";-672786878;2.3;8.55;6.55;0;0;29;10;10.5;6.7;13.3
344;"Better";"Better Fancy Canned Anchovies";-1486536551;2.28;10.5;7.5;1;1;24;5;14.0;9.34;14.6
345;"Better";"Better Fancy Canned Clams";-1339589014;2.11;17.6;16.6;1;1;36;12;12.0;10.1;21.7
346;"Better";"Better Fancy Canned Oysters";1249852731;2.12;15.6;12.6;0;0;30;8;12.9;18.0;4.3
347;"Better";"Better Fancy Canned Sardines";-1168336043;1.2;11.8;8.8;0;1;7;12;14.2;9.13;9.88
348;"Better";"Better Rice Soup";-1703650608;1.23;7.98;5.98;1;0;25;5;7.29;14.6;7.97
349;"Swell";"Swell Canned Mixed Fruit";1154525246;2.34;8.62;7.61;0;1;3;7;5.14;16.2;12.0
350;"Swell";"Swell Canned Peaches";-78251981;1.63;15.3;12.3;1;0;12;8;9.54;3.6;6.82
351;"ADJ";"ADJ Rosy Sunglasses";1882648434;2.76;19.6;18.6;1;0;26;8;13.6;17.5;9.84
352;"Black Tie";"Black Tie Eyeglass Screwdriver";-1915265104;0.67;10.6;8.6;0;0;8;7;6.19;12.4;17.6
353;"Black Tie";"Black Tie City Map";-651827352;1.57;8.78;7.77;1;0;1;14;17.1;16.7;3.26
354;"Carlson";"Carlson Low Fat Cottage Cheese";821124177;2.25;9.77;8.77;0;0;8;5;20.2;7.92;17.9
355;"Carlson";"Carlson Low Fat Sour Cream";1192786052;0.81;12.2;11.1;0;0;17;7;22.2;20.3;14.4
356;"Carlson";"Carlson Sour Cream";1968274919;2.36;8.79;5.78;1;0;33;6;7.61;17.0;19.9
357;"Carlson";"Carlson Jack Cheese";1642474131;1.8;12.2;9.19;1;1;17;6;15.9;20.8;20.7
358;"Carlson";"Carlson Muenster Cheese";-906606088;3.75;19.3;16.2;0;0;30;10;14.8;6.08;22.9
359;"Carlson";"Carlson String Cheese";-2124182754;1.32;20.9;18.8;1;0;16;6;15.2;7.58;19.2
360;"Carlson";"Carlson Low Fat String Cheese";1551348085;1.31;9.8;6.8;1;1;20;10;20.4;4.85;22.1
361;"Carlson";"Carlson Havarti Cheese";1503982406;1.13;14.1;12.1;1;0;15;12;14.7;13.2;22.6
362;"Carlson";"Carlson Head Cheese";-201543145;3.97;10.8;9.8;0;0;26;9;18.3;9.91;13.1
363;"Carlson";"Carlson Cheese Spread";1675235377;1.82;8.71;6.71;1;1;22;13;12.2;10.1;15.5
364;"Carlson";"Carlson Sharp Cheddar Cheese";1139920812;2.2;17.1;15.1;0;0;7;10;17.1;9.87;7.25
365;"Carlson";"Carlson Mild Cheddar Cheese";2124923456;3.96;11.9;9.89;1;0;29;5;21.6;16.4;5.76
366;"Carlson";"Carlson Large Curd Cottage Cheese";697833013;2.36;19.6;16.6;1;0;32;11;20.3;22.7;22.7
367;"Carlson";"Carlson 2% Milk";-527992994;3.49;11.6;9.6;1;0;27;5;12.9;11.4;7.15
368;"Carlson";"Carlson Buttermilk";1642421198;1.14;14.4;12.3;0;0;13;12;4.92;9.36;21.2
369;"Carlson";"Carlson Chocolate Milk";1232498517;2.3;19.4;17.3;0;0;31;13;10.0;8.6;9.71
370;"Carlson";"Carlson 1% Milk";-1589517250;0.92;6.63;5.63;1;0;35;13;17.9;11.1;13.6
371;"Carlson";"Carlson Whole Milk";-1217855375;0.66;9.78;7.77;1;0;13;5;14.9;19.1;22.6
372;"Carlson";"Carlson Strawberry Yogurt";-442366508;3.98;14.8;12.8;0;0;30;7;20.0;18.3;11.0
373;"Carlson";"Carlson Blueberry Yogurt";-768167296;2.76;11.9;10.8;1;1;19;13;6.33;9.54;21.3
374;"Moms";"Moms Chicken Hot Dogs";-690141091;1.49;11.3;10.3;1;0;32;6;13.7;18.6;18.4
375;"Moms";"Moms Pimento Loaf";-1907717757;2.29;18.4;17.3;1;0;27;13;11.5;10.5;10.5
376;"Moms";"Moms Beef Bologna";550395216;2.27;12.3;11.3;0;1;3;5;11.8;12.6;4.38
377;"Moms";"Moms Low Fat Bologna";-1170330896;2.1;18.0;17.0;0;0;7;12;3.03;14.3;6.97
378;"Moms";"Moms Turkey Hot Dogs";1419110848;1.11;17.3;16.2;1;1;6;14;3.21;6.91;8.95
379;"Moms";"Moms Foot-Long Hot Dogs";674282507;3.85;16.2;14.2;1;0;34;6;18.9;11.5;3.68
380;"Moms";"Moms Low Fat Cole Slaw";-1534392490;1.22;21.4;19.3;1;1;6;7;17.7;22.1;18.9
381;"Moms";"Moms Cole Slaw";1123970587;2.33;10.3;8.3;1;1;23;12;22.2;3.9;21.7
382;"Moms";"Moms Roasted Chicken";-1976480289;1.62;10.2;8.19;1;1;27;6;12.4;16.3;13.7
383;"Moms";"Moms Corned Beef";178733342;2.75;13.2;11.1;1;1;33;7;9.78;11.3;12.1
384;"Moms";"Moms Sliced Turkey";-1945819763;0.54;14.7;12.6;1;1;25;9;11.2;6.15;18.5
385;"Moms";"Moms Sliced Ham";985478862;1.56;11.3;9.3;0;0;5;9;16.6;22.8;3.99
386;"Moms";"Moms Potato Salad";-1836536905;2.23;16.9;13.8;1;1;15;10;14.4;9.91;19.5
387;"Moms";"Moms Sliced Chicken";-1464875031;2.41;17.7;16.7;1;0;14;8;19.0;21.3;13.6
388;"Urban";"Urban Small Brown Eggs";-689386164;2.35;19.3;17.2;1;1;35;12;19.4;22.8;10.0
389;"Urban";"Urban Large Brown Eggs";-1015186952;1.79;14.1;12.1;0;0;27;10;14.0;3.86;6.05
390;"Urban";"Urban Small Eggs";-937160747;3.74;10.3;8.3;1;0;34;9;5.77;7.19;19.1
391;"Urban";"Urban Large Eggs";-1960424197;1.31;9.21;7.21;0;0;9;7;22.5;5.17;3.87
392;"Urban";"Urban Egg Substitute";-1100813437;1.3;13.0;10.0;0;1;29;13;5.84;9.12;19.4
393;"Big Time";"Big Time Low Fat Waffles";1473427747;1.12;21.5;19.5;1;0;14;9;10.6;8.88;11.1
394;"Big Time";"Big Time Orange Popsicles";-991530579;3.13;10.4;7.39;1;0;13;12;5.83;11.7;16.5
395;"Big Time";"Big Time Frozen Chicken Breast";-1736358920;2.22;8.3;6.3;1;0;30;6;18.9;11.8;21.5
396;"Big Time";"Big Time Frozen Pancakes";349933379;3.24;16.3;14.2;1;0;25;10;11.4;20.4;5.92
397;"Big Time";"Big Time Low Fat French Fries";-1286670841;1.35;12.0;9.0;0;0;5;7;10.8;12.6;11.6
398;"Big Time";"Big Time Frozen Sausage Pizza";-92154420;0.8;15.5;12.5;1;1;7;7;18.8;18.7;22.4
399;"Big Time";"Big Time Blueberry Waffles";1868745994;0.87;10.2;8.19;0;0;29;7;15.1;19.7;13.4
400;"Big Time";"Big Time Fajita French Fries";-61493894;1.43;9.57;8.56;1;0;34;10;15.8;18.9;20.4
401;"Big Time";"Big Time Waffles";-665729791;0.7;13.9;11.8;0;0;30;8;20.1;21.7;18.4
402;"Big Time";"Big Time Frozen Pepperoni Pizza";807221738;1.13;9.16;7.15;1;1;8;5;7.49;11.6;11.8
403;"Big Time";"Big Time Frozen Cheese Pizza";419450838;1.55;13.6;11.6;1;1;33;6;9.78;16.6;4.85
404;"Big Time";"Big Time Frozen Mushroom Pizza";1194939705;1.25;6.98;3.98;1;0;35;9;9.14;4.28;13.8
405;"Big Time";"Big Time Apple Cinnamon Waffles";869138917;3.69;19.6;17.6;0;0;33;12;13.3;7.65;9.24
406;"Big Time";"Big Time Frozen Carrots";947165122;1.64;20.7;18.7;0;0;1;8;22.8;4.74;20.6
407;"Big Time";"Big Time Turkey TV Dinner";-270411544;3.21;6.35;5.34;0;1;34;9;13.2;20.6;14.5
408;"Big Time";"Big Time Chicken TV Dinner";783512432;2.2;15.7;14.6;1;1;19;6;11.5;14.9;13.4
409;"Big Time";"Big Time Beef TV Dinner";-937213680;3.91;10.9;8.89;1;1;15;11;10.0;12.6;14.3
410;"Big Time";"Big Time Pancake Mix";1846541280;1.26;19.8;18.7;0;1;8;7;7.9;19.1;13.4
411;"Big Time";"Big Time Grape Popsicles";907399723;0.51;8.25;7.25;1;1;33;6;10.9;19.7;6.45
412;"Big Time";"Big Time Home Style French Fries";1776274156;1.38;18.9;15.8;1;1;14;12;17.1;6.28;19.9
413;"Big Time";"Big Time Lime Popsicles";333983153;2.25;18.4;17.3;1;0;28;6;14.2;12.0;4.55
414;"Big Time";"Big Time Ice Cream";-898794074;2.77;19.9;16.8;1;1;3;12;12.0;19.9;16.3
415;"Big Time";"Big Time Ice Cream Sandwich";-805567308;2.91;17.4;16.3;1;1;6;10;21.9;18.9;16.5
416;"Big Time";"Big Time Frozen Cauliflower";1559160099;3.32;7.2;6.19;1;0;21;8;21.7;4.05;16.6
417;"Big Time";"Big Time Frozen Broccoli";-1472369444;2.72;14.2;12.1;1;0;4;9;19.7;4.82;3.76
418;"Big Time";"Big Time Frozen Corn";582085;3.16;13.2;11.1;1;0;15;13;4.8;8.34;15.9
419;"Big Time";"Big Time Frozen Peas";-1301116474;3.57;8.5;6.5;0;0;10;9;22.0;3.84;11.8
420;"Big Time";"Big Time Popsicles";-1479373597;2.27;20.6;19.6;1;1;29;12;15.0;9.4;9.94
421;"Big Time";"Big Time Frozen Chicken Thighs";-1805174385;2.95;6.19;4.19;1;0;23;11;16.9;6.53;3.71
422;"Big Time";"Big Time Frozen Chicken Wings";-53787747;3.67;7.87;5.86;0;1;33;12;16.0;5.8;15.0
423;"Big Time";"Big Time Lemon Popsicles";-1077051197;1.47;17.2;15.2;0;1;5;9;5.5;7.84;21.5
424;"Steady";"Steady Silky Smooth Hair Conditioner";-1890800870;1.45;9.65;7.64;1;0;14;7;21.1;17.6;10.7
425;"Steady";"Steady Tartar Control Toothpaste";683440314;1.28;9.18;6.18;0;0;29;7;18.9;20.9;20.9
426;"Steady";"Steady Whitening Toothpast";845588411;0.6;11.5;10.5;0;0;30;13;8.92;11.0;20.1
427;"Steady";"Steady Toothpaste";-1766913579;2.14;8.89;5.89;0;0;26;7;13.5;13.0;16.0
428;"Steady";"Steady Deodorant";319378720;0.67;8.43;7.43;0;0;6;7;11.3;16.3;6.18
429;"Steady";"Steady Conditioning Shampoo";-1117412723;1.51;12.0;10.0;1;0;7;13;21.2;6.71;4.93
430;"Steady";"Steady Extra Moisture Shampoo";1944777346;1.8;11.5;8.5;1;0;32;12;19.0;10.0;15.0
431;"Steady";"Steady Angled Toothbrush";2038004112;0.96;19.9;18.8;0;0;11;12;18.4;3.9;7.5
432;"Steady";"Steady Apricot Shampoo";107764223;2.35;11.3;9.3;0;0;13;9;13.7;22.1;10.2
433;"Steady";"Steady Childrens Aspirin";1371201976;1.74;10.8;8.8;1;0;28;9;11.5;5.49;20.3
434;"Steady";"Steady Buffered Aspirin";-1450813791;1.42;19.1;18.1;0;0;17;8;10.8;19.3;12.7
435;"Steady";"Steady 200 MG Ibuprofen";1542454946;2.83;11.8;9.8;1;0;18;6;6.09;17.8;14.9
436;"Steady";"Steady 200 MG Acetominifen";-303663050;1.53;6.32;4.32;0;0;33;5;18.5;13.0;21.6
437;"Steady";"Steady HCL Nasal Spray";1992143025;1.97;19.9;17.8;0;0;14;9;8.21;5.08;12.3
438;"Steady";"Steady Dishwasher Detergent";-1505183623;1.93;19.5;16.5;1;0;35;12;5.99;8.38;22.5
439;"Steady";"Steady Multi-Symptom Cold Remedy";1766520223;3.5;21.8;20.7;1;0;1;10;15.9;18.5;21.8
440;"Steady";"Steady Childrens Cold Remedy";952770550;0.67;19.2;17.2;1;0;26;9;20.6;20.5;17.6
441;"Steady";"Steady Laundry Detergent";-767955562;0.57;13.7;10.6;1;0;6;8;13.1;15.7;4.37
442;"Steady";"Steady Mint Mouthwash";-605807465;2.24;21.1;20.1;0;0;8;6;8.4;14.0;7.08
443;"Red Wing";"Red Wing 60 Watt Lightbulb";1076657841;1.33;20.6;18.6;1;0;29;10;6.18;17.3;17.2
444;"Red Wing";"Red Wing Plastic Forks";735656493;2.59;20.1;18.1;0;0;9;10;20.4;22.5;7.8
445;"Red Wing";"Red Wing Plastic Spoons";1526345920;3.46;16.5;15.5;1;0;17;11;21.0;8.96;13.9
446;"Red Wing";"Red Wing Plastic Knives";293568694;3.75;11.0;9.0;0;0;31;10;13.4;4.14;20.6
447;"Red Wing";"Red Wing C-Size Batteries";-372637315;2.88;19.4;17.3;1;0;15;6;12.8;18.0;13.0
448;"Red Wing";"Red Wing 100 Watt Lightbulb";1992090092;1.54;15.8;14.8;0;0;23;7;13.4;4.44;19.2
449;"Red Wing";"Red Wing AAA-Size Batteries";-1039439452;3.69;10.3;8.3;1;0;9;10;5.9;19.6;5.93
450;"Red Wing";"Red Wing Paper Plates";433512078;3.37;18.9;17.8;0;0;18;10;10.2;3.56;13.2
451;"Red Wing";"Red Wing Paper Cups";805173952;1.78;13.4;11.3;1;0;25;11;22.7;18.7;19.9
452;"Red Wing";"Red Wing 75 Watt Lightbulb";1580662819;2.48;11.1;8.1;0;0;5;11;3.26;5.32;5.54
453;"Red Wing";"Red Wing Toilet Bowl Cleaner";1254862031;2.92;19.4;18.3;1;0;24;6;22.6;19.2;17.9
454;"Red Wing";"Red Wing Counter Cleaner";1332888236;0.93;14.0;12.0;0;0;3;6;15.0;14.3;4.68
455;"Red Wing";"Red Wing Glass Cleaner";146894421;1.68;10.4;7.39;1;0;11;7;15.6;20.7;10.8
456;"Red Wing";"Red Wing 25 Watt Lightbulb";-666855253;2.67;13.7;12.6;1;0;30;11;9.73;6.56;19.8
457;"Red Wing";"Red Wing AA-Size Batteries";1907385931;2.26;13.2;11.1;1;0;10;11;7.51;9.86;9.95
458;"Red Wing";"Red Wing D-Size Batteries";2069534029;1.5;16.8;14.7;1;0;10;9;17.4;20.1;8.7
459;"Red Wing";"Red Wing Paper Towels";-542967961;0.64;16.4;15.3;0;0;31;12;15.2;3.49;18.8
460;"Red Wing";"Red Wing Soft Napkins";-1078282526;1.61;13.7;11.6;1;0;21;11;19.8;5.52;14.6
461;"Red Wing";"Red Wing Scented Tissue";-93279882;2.72;16.1;13.1;0;0;23;8;9.86;15.6;13.9
462;"Red Wing";"Red Wing Toilet Paper";-1326057109;2.12;15.6;14.6;1;0;2;8;7.65;18.9;4.12
463;"Red Wing";"Red Wing Tissues";-1038517127;1.25;8.28;5.27;1;0;18;12;11.9;22.9;11.4
464;"Red Wing";"Red Wing Scented Toilet Tissue";-1495209359;3.56;15.6;14.6;1;0;20;9;7.28;21.1;14.1
465;"Red Wing";"Red Wing Room Freshener";-231771607;2.95;15.2;13.1;0;0;35;9;5.06;4.5;4.26
466;"Red Wing";"Red Wing Frying Pan";1241179922;2.63;8.79;5.78;0;0;23;8;4.36;18.5;16.1
467;"Red Wing";"Red Wing Copper Cleaner";1612841797;3.81;8.33;7.32;1;0;3;7;22.1;21.8;6.3
468;"Red Wing";"Red Wing Bees Wax Candles";-1906636632;1.74;10.6;9.6;1;0;5;14;12.1;12.0;5.58
469;"Red Wing";"Red Wing Silver Cleaner";2062529876;1.29;8.03;5.02;1;0;30;13;16.7;14.0;21.4
470;"Red Wing";"Red Wing Copper Pot Scrubber";2140556081;2.9;7.57;5.57;1;0;15;7;14.5;17.3;11.5
471;"Red Wing";"Red Wing Economy Toilet Brush";1117292631;0.83;9.93;7.93;0;0;17;14;4.55;7.5;10.8
472;"Red Wing";"Red Wing Scissors";1217470616;0.82;9.47;8.47;1;0;10;12;22.3;10.8;20.9
473;"Red Wing";"Red Wing Large Sponge";1170104937;0.73;14.0;12.0;0;0;24;12;21.8;4.17;15.0
474;"Red Wing";"Red Wing Screw Driver";-341107398;3.52;21.3;19.2;1;0;26;10;17.1;22.4;17.7
