Year;Quarter;Month;Day
2011;Q3 2011;September 2011;September 28,2011
2011;Q3 2011;September 2011;September 29,2011
2011;Q3 2011;September 2011;September 30,2011
2011;Q4 2011;October 2011;October 1,2011
2011;Q4 2011;October 2011;October 2,2011
2011;Q4 2011;October 2011;October 3,2011
2011;Q4 2011;October 2011;October 4,2011
2011;Q4 2011;October 2011;October 5,2011
2011;Q4 2011;October 2011;October 6,2011
2011;Q4 2011;October 2011;October 7,2011
2011;Q4 2011;October 2011;October 8,2011
2011;Q4 2011;October 2011;October 9,2011
2011;Q4 2011;October 2011;October 10,2011
2011;Q4 2011;October 2011;October 11,2011
2011;Q4 2011;October 2011;October 12,2011
2011;Q4 2011;October 2011;October 13,2011
2011;Q4 2011;October 2011;October 14,2011
2011;Q4 2011;October 2011;October 15,2011
2011;Q4 2011;October 2011;October 16,2011
2011;Q4 2011;October 2011;October 17,2011
2011;Q4 2011;October 2011;October 18,2011
2011;Q4 2011;October 2011;October 19,2011
2011;Q4 2011;October 2011;October 20,2011
2011;Q4 2011;October 2011;October 21,2011
2011;Q4 2011;October 2011;October 22,2011
2011;Q4 2011;October 2011;October 23,2011
2011;Q4 2011;October 2011;October 24,2011
2011;Q4 2011;October 2011;October 25,2011
2011;Q4 2011;October 2011;October 26,2011
2011;Q4 2011;October 2011;October 27,2011
2011;Q4 2011;October 2011;October 28,2011
2011;Q4 2011;October 2011;October 29,2011
2011;Q4 2011;October 2011;October 30,2011
2011;Q4 2011;October 2011;October 31,2011
2011;Q4 2011;November 2011;November 1,2011
2011;Q4 2011;November 2011;November 2,2011
2011;Q4 2011;November 2011;November 3,2011
2011;Q4 2011;November 2011;November 4,2011
2011;Q4 2011;November 2011;November 5,2011
2011;Q4 2011;November 2011;November 6,2011
2011;Q4 2011;November 2011;November 7,2011
2011;Q4 2011;November 2011;November 8,2011
2011;Q4 2011;November 2011;November 9,2011
2011;Q4 2011;November 2011;November 10,2011
2011;Q4 2011;November 2011;November 11,2011
2011;Q4 2011;November 2011;November 12,2011
2011;Q4 2011;November 2011;November 13,2011
2011;Q4 2011;November 2011;November 14,2011
2011;Q4 2011;November 2011;November 15,2011
2011;Q4 2011;November 2011;November 16,2011
2011;Q4 2011;November 2011;November 17,2011
2011;Q4 2011;November 2011;November 18,2011
2011;Q4 2011;November 2011;November 19,2011
2011;Q4 2011;November 2011;November 20,2011
2011;Q4 2011;November 2011;November 21,2011
2011;Q4 2011;November 2011;November 22,2011
2011;Q4 2011;November 2011;November 23,2011
2011;Q4 2011;November 2011;November 24,2011
2011;Q4 2011;November 2011;November 25,2011
2011;Q4 2011;November 2011;November 26,2011
2011;Q4 2011;November 2011;November 27,2011
2011;Q4 2011;November 2011;November 28,2011
2011;Q4 2011;November 2011;November 29,2011
2011;Q4 2011;November 2011;November 30,2011
2011;Q4 2011;December 2011;December 1,2011
2011;Q4 2011;December 2011;December 2,2011
2011;Q4 2011;December 2011;December 3,2011
2011;Q4 2011;December 2011;December 4,2011
2011;Q4 2011;December 2011;December 5,2011
2011;Q4 2011;December 2011;December 6,2011
2011;Q4 2011;December 2011;December 7,2011
2011;Q4 2011;December 2011;December 8,2011
2011;Q4 2011;December 2011;December 9,2011
2011;Q4 2011;December 2011;December 10,2011
2011;Q4 2011;December 2011;December 11,2011
2011;Q4 2011;December 2011;December 12,2011
2011;Q4 2011;December 2011;December 13,2011
2011;Q4 2011;December 2011;December 14,2011
2011;Q4 2011;December 2011;December 15,2011
2011;Q4 2011;December 2011;December 16,2011
2011;Q4 2011;December 2011;December 17,2011
2011;Q4 2011;December 2011;December 18,2011
2011;Q4 2011;December 2011;December 19,2011
2011;Q4 2011;December 2011;December 20,2011
2011;Q4 2011;December 2011;December 21,2011
2011;Q4 2011;December 2011;December 22,2011
2011;Q4 2011;December 2011;December 23,2011
2011;Q4 2011;December 2011;December 24,2011
2011;Q4 2011;December 2011;December 25,2011
2011;Q4 2011;December 2011;December 26,2011
2011;Q4 2011;December 2011;December 27,2011
2011;Q4 2011;December 2011;December 28,2011
2011;Q4 2011;December 2011;December 29,2011
2011;Q4 2011;December 2011;December 30,2011
2011;Q4 2011;December 2011;December 31,2011
